关系ID,关系类型,计算权重,起始节点ID,起始节点名称,起始节点类型,起始节点社区,终止节点ID,终止节点名称,终止节点类型,终止节点社区,是否跨社区
LR335022,规定,0.3,LE919597,法律,Law,3,LE601150,信息披露违法行为,Action,3,否
LR264209,规定,0.3,LE919597,法律,Law,3,LE717368,未按照规定披露信息,Action,3,否
LR344726,包含主体,0.95,LE549520,第三条,Section,4,LE926884,证监会,PartyWithResponsibility,4,否
LR620896,针对,0.8,LE433512,专家,PartyWithResponsibility,4,LE005916,资本市场改革发展,Event,4,否
LR532932,包含主体,0.95,LE932356,第十三条,Section,4,LE707240,中国证监会,PartyWithResponsibility,4,否
LR360613,包含主体,0.95,LE932356,第十三条,Section,4,LE543034,新闻发言人,PartyWithResponsibility,4,否
LR490954,包含,0.2,LE758901,第三章,Chapter,7,LE654107,第二十三条,Section,7,否
LR291680,包含,0.2,LE758901,第三章,Chapter,7,LE350768,第二十二条,Section,7,否
LR295117,包含,0.2,LE758901,第三章,Chapter,7,LE202683,第二十一条,Section,7,否
LR744745,包含,0.2,LE758901,第三章,Chapter,7,LE302785,第二十条,Section,7,否
LR331897,包含,0.2,LE758901,第三章,Chapter,7,LE059899,第十九条,Section,7,否
LR353844,包含,0.2,LE758901,第三章,Chapter,7,LE417908,第十八条,Section,7,否
LR849125,包含,0.2,LE758901,第三章,Chapter,7,LE717887,第十七条,Section,7,否
LR341936,包含,0.2,LE758901,第三章,Chapter,7,LE380941,第十六条,Section,7,否
LR946616,包含,0.2,LE758901,第三章,Chapter,7,LE217573,第十五条,Section,7,否
LR957932,针对,0.8,LE296563,证监会各派出机构,PartyWithResponsibility,4,LE005916,资本市场改革发展,Event,4,否
LR540378,包含主体,0.95,LE615267,第二十九条,Section,4,LE317045,证监会工作人员,PartyWithResponsibility,4,否
LR658813,包含主体,0.95,LE524997,第二十五条,Section,4,LE679611,各会管单位,PartyWithResponsibility,4,否
LR819932,包含主体,0.95,LE524997,第二十五条,Section,4,LE543823,各派出机构,PartyWithResponsibility,4,否
LR824269,包含主体,0.95,LE524997,第二十五条,Section,4,LE926884,证监会,PartyWithResponsibility,4,否
LR795163,应当,0.15,LE815804,重大监管措施,Event,4,LE642962,进行解释说明,Action,4,否
LR914900,应当,0.15,LE815804,重大监管措施,Event,4,LE872658,向社会公布,Action,4,否
LR689804,应当,0.15,LE815804,重大监管措施,Event,4,LE624041,阐释说明,Action,4,否
LR271765,应当,0.15,LE815804,重大监管措施,Event,4,LE197139,公开说明,Action,4,否
LR047238,应当,0.15,LE815804,重大监管措施,Event,4,LE775363,公开征求意见,Action,4,否
LR737564,应当,0.15,LE815804,重大监管措施,Event,4,LE853642,向社会通报,Action,4,否
LR112871,应当,0.15,LE815804,重大监管措施,Event,4,LE273474,新闻发布,Action,4,否
LR143972,包含主体,0.95,LE530413,第十条,Section,4,LE926884,证监会,PartyWithResponsibility,4,否
LR060842,包含主体,0.95,LE217573,第十五条,Section,7,LE518740,证监会各会管单位,PartyWithResponsibility,7,否
LR224765,包含主体,0.95,LE417908,第十八条,Section,7,LE449473,证券期货交易所及登记结算机构,PartyWithResponsibility,7,否
LR571223,包含主体,0.95,LE118380,第二十七条,Section,13,LE802335,证监会系统新闻工作队伍,PartyWithResponsibility,13,否
LR329164,包含主体,0.95,LE118380,第二十七条,Section,13,LE536139,新闻工作人员,PartyWithResponsibility,13,否
LR427612,包含主体,0.95,LE118380,第二十七条,Section,13,LE319683,领导干部,PartyWithResponsibility,13,否
LR360235,包含主体,0.95,LE533435,第三十一条,Section,11,LE684061,直接责任人员,PartyWithResponsibility,11,否
LR277946,包含主体,0.95,LE533435,第三十一条,Section,11,LE435379,所在单位相关负责人,PartyWithResponsibility,11,否
LR131833,应当,0.15,LE588998,决定终结调查,Event,4,LE642962,进行解释说明,Action,4,否
LR841518,应当,0.15,LE588998,决定终结调查,Event,4,LE872658,向社会公布,Action,4,否
LR093322,应当,0.15,LE588998,决定终结调查,Event,4,LE624041,阐释说明,Action,4,否
LR776349,应当,0.15,LE588998,决定终结调查,Event,4,LE197139,公开说明,Action,4,否
LR988752,应当,0.15,LE588998,决定终结调查,Event,4,LE775363,公开征求意见,Action,4,否
LR263030,应当,0.15,LE588998,决定终结调查,Event,4,LE853642,向社会通报,Action,4,否
LR557890,应当,0.15,LE588998,决定终结调查,Event,4,LE273474,新闻发布,Action,4,否
LR522766,应当,0.15,LE785476,资本市场整体运行情况,Event,4,LE642962,进行解释说明,Action,4,否
LR264065,应当,0.15,LE785476,资本市场整体运行情况,Event,4,LE872658,向社会公布,Action,4,否
LR018095,应当,0.15,LE785476,资本市场整体运行情况,Event,4,LE624041,阐释说明,Action,4,否
LR025545,应当,0.15,LE785476,资本市场整体运行情况,Event,4,LE197139,公开说明,Action,4,否
LR736110,应当,0.15,LE785476,资本市场整体运行情况,Event,4,LE775363,公开征求意见,Action,4,否
LR152455,应当,0.15,LE785476,资本市场整体运行情况,Event,4,LE853642,向社会通报,Action,4,否
LR818718,应当,0.15,LE785476,资本市场整体运行情况,Event,4,LE273474,新闻发布,Action,4,否
LR640764,产生,0.8,LE317045,证监会工作人员,PartyWithResponsibility,4,LE109316,未经批准或授权,Violation,4,否
LR155928,包含主体,0.95,LE030329,第五条,Section,4,LE267338,会管单位,PartyWithResponsibility,4,否
LR225349,包含主体,0.95,LE030329,第五条,Section,4,LE543823,各派出机构,PartyWithResponsibility,4,否
LR943941,包含主体,0.95,LE030329,第五条,Section,4,LE926884,证监会,PartyWithResponsibility,4,否
LR043946,包含,0.2,LE602406,第四章,Chapter,4,LE533435,第三十一条,Section,11,是
LR517725,包含,0.2,LE602406,第四章,Chapter,4,LE363987,第三十条,Section,4,否
LR351365,包含,0.2,LE602406,第四章,Chapter,4,LE615267,第二十九条,Section,4,否
LR117786,包含,0.2,LE602406,第四章,Chapter,4,LE112358,第二十八条,Section,4,否
LR199677,包含,0.2,LE602406,第四章,Chapter,4,LE118380,第二十七条,Section,13,是
LR294831,包含,0.2,LE602406,第四章,Chapter,4,LE421517,第二十六条,Section,4,否
LR337443,包含,0.2,LE602406,第四章,Chapter,4,LE524997,第二十五条,Section,4,否
LR474938,包含,0.2,LE602406,第四章,Chapter,4,LE490418,第二十四条,Section,4,否
LR970727,处以,0.15,LE814806,违反新闻工作纪律,Violation,11,LE560172,按照有关保密规定处理,Punishment,11,否
LR233735,处以,0.15,LE814806,违反新闻工作纪律,Violation,11,LE608570,严肃处理,Punishment,11,否
LR125812,应当,0.15,LE005916,资本市场改革发展,Event,4,LE527233,重大活动解读,Action,4,否
LR347490,应当,0.15,LE005916,资本市场改革发展,Event,4,LE135406,投资者教育,Action,4,否
LR669426,应当,0.15,LE005916,资本市场改革发展,Event,4,LE637171,做好本辖区新闻发布,Action,4,否
LR316239,应当,0.15,LE005916,资本市场改革发展,Event,4,LE389018,加强沟通,Action,4,否
LR117374,应当,0.15,LE005916,资本市场改革发展,Event,4,LE232851,完善新闻工作制度机制,Action,4,否
LR112102,针对,0.8,LE088379,媒体,PartyWithResponsibility,4,LE005916,资本市场改革发展,Event,4,否
LR572520,包含主体,0.95,LE421517,第二十六条,Section,4,LE543034,新闻发言人,PartyWithResponsibility,4,否
LR707738,包含主体,0.95,LE654107,第二十三条,Section,7,LE341084,会员单位,PartyWithResponsibility,7,否
LR948144,包含主体,0.95,LE654107,第二十三条,Section,7,LE800817,各协会,PartyWithResponsibility,7,否
LR367270,应当,0.15,LE159772,重大改革事项,Event,4,LE642962,进行解释说明,Action,4,否
LR143405,应当,0.15,LE159772,重大改革事项,Event,4,LE872658,向社会公布,Action,4,否
LR950405,应当,0.15,LE159772,重大改革事项,Event,4,LE624041,阐释说明,Action,4,否
LR774567,应当,0.15,LE159772,重大改革事项,Event,4,LE197139,公开说明,Action,4,否
LR597578,应当,0.15,LE159772,重大改革事项,Event,4,LE775363,公开征求意见,Action,4,否
LR096977,应当,0.15,LE159772,重大改革事项,Event,4,LE853642,向社会通报,Action,4,否
LR424876,应当,0.15,LE159772,重大改革事项,Event,4,LE273474,新闻发布,Action,4,否
LR063568,应当,0.15,LE307286,社会舆论已经或可能广泛关注的热点事件,Event,4,LE642962,进行解释说明,Action,4,否
LR405080,应当,0.15,LE307286,社会舆论已经或可能广泛关注的热点事件,Event,4,LE872658,向社会公布,Action,4,否
LR242263,应当,0.15,LE307286,社会舆论已经或可能广泛关注的热点事件,Event,4,LE624041,阐释说明,Action,4,否
LR467538,应当,0.15,LE307286,社会舆论已经或可能广泛关注的热点事件,Event,4,LE197139,公开说明,Action,4,否
LR817210,应当,0.15,LE307286,社会舆论已经或可能广泛关注的热点事件,Event,4,LE775363,公开征求意见,Action,4,否
LR687593,应当,0.15,LE307286,社会舆论已经或可能广泛关注的热点事件,Event,4,LE853642,向社会通报,Action,4,否
LR322342,应当,0.15,LE307286,社会舆论已经或可能广泛关注的热点事件,Event,4,LE273474,新闻发布,Action,4,否
LR923184,包含主体,0.95,LE917107,第六条,Section,4,LE679611,各会管单位,PartyWithResponsibility,4,否
LR834773,包含主体,0.95,LE917107,第六条,Section,4,LE543823,各派出机构,PartyWithResponsibility,4,否
LR432380,包含主体,0.95,LE917107,第六条,Section,4,LE926884,证监会,PartyWithResponsibility,4,否
LR197171,包含监管机构,0.15,LE113218,第二条,Section,4,LE074201,中国证监会,RegulatoryAuthority,5,是
LR467319,包含主体,0.95,LE364680,第七条,Section,4,LE926884,证监会,PartyWithResponsibility,4,否
LR732140,包含,0.2,LE835273,第一章,Chapter,4,LE917107,第六条,Section,4,否
LR848398,包含,0.2,LE835273,第一章,Chapter,4,LE030329,第五条,Section,4,否
LR483906,包含,0.2,LE835273,第一章,Chapter,4,LE161153,第四条,Section,4,否
LR349263,包含,0.2,LE835273,第一章,Chapter,4,LE549520,第三条,Section,4,否
LR125116,包含,0.2,LE835273,第一章,Chapter,4,LE113218,第二条,Section,4,否
LR708863,包含,0.2,LE835273,第一章,Chapter,4,LE526928,第一条,Section,4,否
LR411997,包含主体,0.95,LE161153,第四条,Section,4,LE926884,证监会,PartyWithResponsibility,4,否
LR818114,包含主体,0.95,LE350768,第二十二条,Section,7,LE800817,各协会,PartyWithResponsibility,7,否
LR369237,包含主体,0.95,LE043619,第十一条,Section,4,LE926884,证监会,PartyWithResponsibility,4,否
LR380890,包含主体,0.95,LE363987,第三十条,Section,4,LE909740,行业机构,PartyWithResponsibility,4,否
LR355108,包含主体,0.95,LE363987,第三十条,Section,4,LE526783,上市公司,PartyWithResponsibility,0,是
LR091498,包含主体,0.95,LE363987,第三十条,Section,4,LE679611,各会管单位,PartyWithResponsibility,4,否
LR516634,包含主体,0.95,LE363987,第三十条,Section,4,LE543823,各派出机构,PartyWithResponsibility,4,否
LR916367,包含主体,0.95,LE363987,第三十条,Section,4,LE926884,证监会,PartyWithResponsibility,4,否
LR478121,包含主体,0.95,LE059899,第十九条,Section,7,LE475324,登记结算机构,PartyWithResponsibility,7,否
LR920048,包含主体,0.95,LE059899,第十九条,Section,7,LE672599,证券期货交易所,PartyWithResponsibility,7,否
LR121639,包含主体,0.95,LE202683,第二十一条,Section,7,LE800817,各协会,PartyWithResponsibility,7,否
LR655871,处以,0.15,LE434669,造成泄密,Violation,11,LE560172,按照有关保密规定处理,Punishment,11,否
LR465909,处以,0.15,LE434669,造成泄密,Violation,11,LE608570,严肃处理,Punishment,11,否
LR301110,应当,0.15,LE687701,突发事件,Event,7,LE595948,通报事件进展情况,Action,7,否
LR713543,应当,0.15,LE687701,突发事件,Event,7,LE964487,澄清说明,Action,7,否
LR685426,应当,0.15,LE687701,突发事件,Event,7,LE546351,及时公开答复,Action,7,否
LR512793,应当,0.15,LE687701,突发事件,Event,7,LE954794,业务运行情况等新闻信息,Action,7,否
LR828456,应当,0.15,LE687701,突发事件,Event,7,LE266843,自律措施,Action,7,否
LR635036,应当,0.15,LE687701,突发事件,Event,7,LE752886,及时主动发布业务规则,Action,7,否
LR912415,包含主体,0.95,LE717887,第十七条,Section,7,LE475324,登记结算机构,PartyWithResponsibility,7,否
LR283490,包含主体,0.95,LE717887,第十七条,Section,7,LE672599,证券期货交易所,PartyWithResponsibility,7,否
LR853991,应当,0.15,LE430475,突发公共事件应对情况,Event,4,LE642962,进行解释说明,Action,4,否
LR820736,应当,0.15,LE430475,突发公共事件应对情况,Event,4,LE872658,向社会公布,Action,4,否
LR185832,应当,0.15,LE430475,突发公共事件应对情况,Event,4,LE624041,阐释说明,Action,4,否
LR953116,应当,0.15,LE430475,突发公共事件应对情况,Event,4,LE197139,公开说明,Action,4,否
LR687196,应当,0.15,LE430475,突发公共事件应对情况,Event,4,LE775363,公开征求意见,Action,4,否
LR829929,应当,0.15,LE430475,突发公共事件应对情况,Event,4,LE853642,向社会通报,Action,4,否
LR984190,应当,0.15,LE430475,突发公共事件应对情况,Event,4,LE273474,新闻发布,Action,4,否
LR253969,包含,0.2,LE243642,中国证监会新闻工作办法,Title,4,LE072007,第五章,Chapter,4,否
LR041878,包含,0.2,LE243642,中国证监会新闻工作办法,Title,4,LE602406,第四章,Chapter,4,否
LR927631,包含,0.2,LE243642,中国证监会新闻工作办法,Title,4,LE758901,第三章,Chapter,7,是
LR809281,包含,0.2,LE243642,中国证监会新闻工作办法,Title,4,LE259320,第二章,Chapter,4,否
LR791467,包含,0.2,LE243642,中国证监会新闻工作办法,Title,4,LE835273,第一章,Chapter,4,否
LR013164,包含主体,0.95,LE380941,第十六条,Section,7,LE518740,证监会各会管单位,PartyWithResponsibility,7,否
LR621740,产生,0.8,LE684061,直接责任人员,PartyWithResponsibility,11,LE434669,造成泄密,Violation,11,否
LR993293,产生,0.8,LE684061,直接责任人员,PartyWithResponsibility,11,LE814806,违反新闻工作纪律,Violation,11,否
LR814586,应当,0.15,LE880353,作出行政处罚决定,Event,4,LE642962,进行解释说明,Action,4,否
LR772196,应当,0.15,LE880353,作出行政处罚决定,Event,4,LE872658,向社会公布,Action,4,否
LR538689,应当,0.15,LE880353,作出行政处罚决定,Event,4,LE624041,阐释说明,Action,4,否
LR468272,应当,0.15,LE880353,作出行政处罚决定,Event,4,LE197139,公开说明,Action,4,否
LR254890,应当,0.15,LE880353,作出行政处罚决定,Event,4,LE775363,公开征求意见,Action,4,否
LR182456,应当,0.15,LE880353,作出行政处罚决定,Event,4,LE853642,向社会通报,Action,4,否
LR177583,应当,0.15,LE880353,作出行政处罚决定,Event,4,LE273474,新闻发布,Action,4,否
LR593657,针对,0.8,LE449473,证券期货交易所及登记结算机构,PartyWithResponsibility,7,LE687701,突发事件,Event,7,否
LR951736,产生,0.8,LE435379,所在单位相关负责人,PartyWithResponsibility,11,LE434669,造成泄密,Violation,11,否
LR943737,产生,0.8,LE435379,所在单位相关负责人,PartyWithResponsibility,11,LE814806,违反新闻工作纪律,Violation,11,否
LR855986,应当,0.15,LE214386,重大案件立案调查,Event,4,LE642962,进行解释说明,Action,4,否
LR760509,应当,0.15,LE214386,重大案件立案调查,Event,4,LE872658,向社会公布,Action,4,否
LR098782,应当,0.15,LE214386,重大案件立案调查,Event,4,LE624041,阐释说明,Action,4,否
LR839240,应当,0.15,LE214386,重大案件立案调查,Event,4,LE197139,公开说明,Action,4,否
LR492727,应当,0.15,LE214386,重大案件立案调查,Event,4,LE775363,公开征求意见,Action,4,否
LR534388,应当,0.15,LE214386,重大案件立案调查,Event,4,LE853642,向社会通报,Action,4,否
LR836782,应当,0.15,LE214386,重大案件立案调查,Event,4,LE273474,新闻发布,Action,4,否
LR817634,针对,0.8,LE303653,本辖区上市公司,PartyWithResponsibility,4,LE005916,资本市场改革发展,Event,4,否
LR132738,包含,0.2,LE072007,第五章,Chapter,4,LE126245,第三十二条,Section,4,否
LR879315,针对,0.8,LE887540,当地相关部门,PartyWithResponsibility,4,LE005916,资本市场改革发展,Event,4,否
LR975753,针对,0.8,LE909740,行业机构,PartyWithResponsibility,4,LE005916,资本市场改革发展,Event,4,否
LR610584,针对,0.8,LE926884,证监会,PartyWithResponsibility,4,LE430475,突发公共事件应对情况,Event,4,否
LR275391,针对,0.8,LE926884,证监会,PartyWithResponsibility,4,LE785476,资本市场整体运行情况,Event,4,否
LR988250,针对,0.8,LE926884,证监会,PartyWithResponsibility,4,LE880353,作出行政处罚决定,Event,4,否
LR940562,针对,0.8,LE926884,证监会,PartyWithResponsibility,4,LE588998,决定终结调查,Event,4,否
LR489226,针对,0.8,LE926884,证监会,PartyWithResponsibility,4,LE214386,重大案件立案调查,Event,4,否
LR202068,针对,0.8,LE926884,证监会,PartyWithResponsibility,4,LE815804,重大监管措施,Event,4,否
LR455485,针对,0.8,LE926884,证监会,PartyWithResponsibility,4,LE307286,社会舆论已经或可能广泛关注的热点事件,Event,4,否
LR689779,针对,0.8,LE926884,证监会,PartyWithResponsibility,4,LE159772,重大改革事项,Event,4,否
LR823993,包含,0.2,LE259320,第二章,Chapter,4,LE633903,第十四条,Section,4,否
LR391892,包含,0.2,LE259320,第二章,Chapter,4,LE932356,第十三条,Section,4,否
LR519754,包含,0.2,LE259320,第二章,Chapter,4,LE772669,第十二条,Section,4,否
LR386776,包含,0.2,LE259320,第二章,Chapter,4,LE043619,第十一条,Section,4,否
LR594506,包含,0.2,LE259320,第二章,Chapter,4,LE530413,第十条,Section,4,否
LR449155,包含,0.2,LE259320,第二章,Chapter,4,LE018302,第九条,Section,4,否
LR038160,包含,0.2,LE259320,第二章,Chapter,4,LE937841,第八条,Section,4,否
LR759774,包含,0.2,LE259320,第二章,Chapter,4,LE364680,第七条,Section,4,否
LR799245,包含主体,0.95,LE302785,第二十条,Section,7,LE475324,登记结算机构,PartyWithResponsibility,7,否
LR635891,包含主体,0.95,LE302785,第二十条,Section,7,LE672599,证券期货交易所,PartyWithResponsibility,7,否
LR563067,包含主体,0.95,LE633903,第十四条,Section,4,LE909740,行业机构,PartyWithResponsibility,4,否
LR319657,包含主体,0.95,LE633903,第十四条,Section,4,LE303653,本辖区上市公司,PartyWithResponsibility,4,否
LR726711,包含主体,0.95,LE633903,第十四条,Section,4,LE433512,专家,PartyWithResponsibility,4,否
LR641095,包含主体,0.95,LE633903,第十四条,Section,4,LE088379,媒体,PartyWithResponsibility,4,否
LR934613,包含主体,0.95,LE633903,第十四条,Section,4,LE887540,当地相关部门,PartyWithResponsibility,4,否
LR037841,包含主体,0.95,LE633903,第十四条,Section,4,LE296563,证监会各派出机构,PartyWithResponsibility,4,否
